揺	手	ヨウ	ゆ.さぶる・ゆ.すぶる・ゆ.する・ゆ.らぐ・ゆ.る・ゆ.るぐ・ゆ.れる	ゆれる。ゆらぐ。ゆるぐ。ゆれ動うごく。ゆらゆらと動うごく。; ゆする。ゆすぶる。ゆさぶる。ゆる。ゆり動うごかす。ゆすって動うごかす。	常 3級
搬	手	ハン	[外] はこ.ぶ	はこぶ。うつす。別べつの場所ばしょに運はこんで移動いどうさせる。	常 4級
携	手	ケイ	たずさ.える・たずさ.わる [外] はな.れる	たずさえる。手てにさげる。また、身みにつける。; たずさえる。連つれ立だつ。引ひき連つれる。; はなれる。そむく。さからう。; たずさわる。関かかわる。関係かんけいする。	常 3級
搾	手	サク	しぼ.る	しぼる。しめつけて、しぼりとる。	常 3級
摂	手	セツ [外] ショウ	[外] か.ねる・か.わる・と.る	とる。おさめる。取とり入いれる。; とる。持もつ。手てに持もつ。; かねる。かけもつ。あわせもつ。; かわる。代行だいこうする。代理だいりをつとめる。; はさまる。はさまれる。	常 3級
摘	手	テキ	つ.む [外] つま.む	つむ。つまむ。つまんで取とる。; 選えらび出だす。選えらんで抜ぬき出だす。; あばき出だす。つまみ出だす。	常 4級
撃	手	ゲキ [外] ケキ	う.つ	うつ。強つよくうつ。強つよくたたく。; うつ。敵てきを攻撃こうげきする。敵てきと戦たたかう。; うつ。弾丸だんがんなどをうち出だす。うち当あてる。	常 4級
撮	手	サツ	と.る [外] つま.む	つまむ。指ゆびの先さきでつまむ。また、指先ゆびさきでつまめるほどのわずかな量りょう。; とる。つまみとる。抜ぬきとる。; 容量ようりょうの単位たんい。一升いっしょうの千分せんぶんの一いち。; とる。写真しゃしんをとる。映画えいがをとる。	常 3級
擁	手	ヨウ	[外] いだ.く・だ.く・まも.る	いだく。だく。両手りょうてでだきかかえる。; まもる。かばいまもる。たすける。	常 3級
擦	手	サツ	す.る・す.れる [外] かす.れる・こす.る・さす.る・なす.る	する。こする。さする。こすりあわせる。; すれる。こすれる。; なする。こすってつける。なすりつける。	常 3級
攻	攴	コウ	せ.める [外] おさ.める・みが.く	せめる。敵てきをうつ。攻撃こうげきする。; せめる。とがめる。なじる。; おさめる。みがく。玉たまをみがく。転てんじて、学まなんだり研究けんきゅうしたりする。	常 4級
敏	攴	ビン	[外] さと.い・と.し	とし。はやい。動うごきがすばやい。; さとい。かしこい。頭あたまのはたらきがよい。	常 4級
敢	攴	カン	[外] あ.えて	「あえて」と読よみ、「思おもい切きって～する」「押おし切きって～する」などの意いを表あらわす。; 「不敢～」の形かたちで、「あえて～せず」と読よみ、「すすんで～はしない」「決けっして～しない」などの意いを表あらわす。; 「敢不～」の形かたちで、「あえて～せざらんや」と読よみ、「どうして～しないことがあろうか」「どうして～せずにいられようか」などと反語はんごの意いを表あらわす。	常 3級
敷	攴	フ	し.く	しく。ひろげる。おしひろげる。; しく。平たいらにひろげてのばす。また、すみずみまで行いき渡わたらせる。; のべる。ならべる。つらねる。; しく。物ものをのせるために下したにひろげる。; しき。しきもののこと。	常 4級
斗	斗	ト [外] トウ	[外] ひしゃく・ます	ひしゃく。水みずや酒さけなどをすくうための道具どうぐ。また、液体えきたいや穀物こくもつの量りょうをはかるます。; 容量ようりょうの単位たんい。一斗いっとは十升じっしょう。周代しゅうだいでは約やく一いち・九四きゅうよんリットル。日本にほんでは約やく十八じゅうはちリットル。; 星座せいざの名な。南斗なんと。北斗ほくと。; ちいさい。すくない。わずか。; たちまち。にわかに。急きゅうに。	常 3級
斜	斗	シャ	なな.め [外] はす	ななめ。はす。かたむき。かたむく。	常 4級
斤	斤	キン	[外] おの	おの。木きを切きるおの。; 重おもさの単位たんい。一斤いっきんは十六両じゅうろくりょう。; 「斤斤きんきん」は、細こまかいところまではっきりしているさま。; 重おもさの単位たんい。一斤いっきんは百六〇ひゃくろくじゅう匁もんめ（六〇〇ろっぴゃくグラム）。	常 3級
斥	斤	セキ	[外] うかが.う・しりぞ.ける	しりぞける。おしのける。引ひき下さがらせる。; うかがう。様子ようすをひそかにさぐる。; さす。指ゆびさす。さし示しめす。	常 3級
施	方	シ・セ	ほどこ.す [外] し.く	ほどこす。おこなう。実行じっこうする。; ほどこす。もうける。; ほどこす。めぐむ。めぐみあたえる。; しく。広ひろく行ゆき渡わたらせる。	常 3級
既	无	キ	すで.に	すでに。もう。もはや。とっくに。; つきる。つくす。	常 3級
旨	日	シ	むね [外] うま.い	うまい。おいしい。味あじがよい。; むね。考かんがえ。意向いこう。意図いと。; 天子てんしの意向いこう。命令めいれい。	常 4級
旬	日	シュン・ジュン		十日じゅうにち。十日間とおかかん。例れい：上旬じょうじゅん 下旬げじゅん; 十年じゅうねん。例れい：七旬しちじゅん（七十ななじゅっ歳さい）; あまねし。ゆきわたる。みちる。; しゅん。魚さかなや野菜やさいなどの味あじが最もっともよい時期じき。	常 4級
昇	日	ショウ	のぼ.る	のぼる。上うえにあがる。高たかい所ところにのぼる。	常 3級
是	日	ゼ [外] シ	[外] こ.の・これ・ただ.しい	ただしい。誤あやまりがない。また、正ただしいと考かんがえる。正ただしいと見みなす。; 「これ」「この」「ここ」と読よみ、人ひと・物もの・事ことなどを指さし示しめす意いを表あらわす。; 「これ」と読よみ、「～だ」「～である」などの意いを表あらわす。; 「如是」「若是」の形かたちで、「かくのごとし」「かくのごとくんば」と読よみ、「このようである」「このようであるならば」などの意いを表あらわす。	常 4級
普	日	フ	[外] あまね.く	あまねく。あまねし。広ひろく行ゆきわたる。	常 4級
晶	日	ショウ	[外] あき.らか	あきらか。明あかるく輝かがやく。光ひかり輝かがやく。; 「水晶すいしょう」は鉱石こうせきの名な。	常 3級
暇	日	カ	ひま [外] いとま	ひま。いとま。やすみ。仕事しごとや用事ようじなどがないとき。; ゆっくりする。のんびりする。	常 4級
暦	日	レキ [外] リャク	こよみ	こよみ。天体てんたいの運行うんこうをもとに、季節きせつや月日がっぴなどを定さだめる方法ほうほう。また、それを記しるしたもの。; めぐりあわせ。まわりあわせ。運命うんめい。	常 4級
暫	日	ザン	[外] しば.し・しばら.く	しばらく。少すこしの間あいだ。わずかの間あいだ。; しばらく。一時いちじ的てきに。仮かりに。; しばらく。久ひさしぶり。ある程度ていど長ながい間あいだ。	常 3級
曇	日	ドン [外] タン	くも.る	くもる。くもり。空そらに雲くもがおおい。; くもる。光ひかっていた物ものからつやがなくなる。; くもる。表情ひょうじょうが暗くらくなる。	常 4級
更	曰	コウ	さら・ふ.かす・ふ.ける [外] あらた.める・か.える	あらためる。かえる。とりかえる。新あたらしいものにする。; こもごも。かわるがわる。たがいに。; へる。通とおり過すぎる。経験けいけんする。; 一夜いちや（日没にちぼつから日ひの出でまで）を五等分ごとうぶんした時間じかんの単位たんい。また、それぞれの時刻じこく。初更しょこう・二更にこう・三更さんこう・四更しこう・五更ごこう。; さらに。その上うえに。; さらに。決けっして。全まったく。; さら。新あたらしい。; ふける。夜よがふかまる。	常 4級
替	曰	タイ [外] テイ	か.える・か.わる	かわる。かえる。入いれかわる。とりかえる。他ほかのものにかえる。; すたれる。おとろえる。だめになる。	常 4級
朱	木	シュ [外] ス	[外] あか・あか.い・あけ	あか。あけ。あかい。黄色きいろがかった赤色あかいろ。; 江戸えど時代じだいの貨幣かへいの単位たんい。一両いちりょうの十六じゅうろく分ぶんの一いち。＝銖	常 4級
朽	木	キュウ	く.ちる [外] すた.れる	くちる。木きなどが腐くさる。; くちる。すたれる。ほろびる。だめになる。	常 4級
杯	木	ハイ	さかずき	さかずき。酒さけを飲のむためのうつわ。; 容器ようきに入いれた液体えきたいなどを数かぞえることば。	常 4級
枯	木	コ	か.らす・か.れる [外] から.びる	かれる。ひからびる。水分すいぶんがなくなる。; かれる。おとろえる。生気せいきがなくなる。; くちはてる。ぼろぼろになる。また、死しぬ。	常 4級
架	木	カ	か.かる・か.ける [外] たな	たな。板いたなどを水平すいへいにかけ渡わたして、物ものをのせたりかけたりする台だい。; かける。かけ渡わたす。	常 3級
柄	木	ヘイ	え・がら [外] いきお.い・つか	え。取とっ手て。手てでにぎる部分ぶぶん。; つか。刀剣とうけんや弓ゆみなどのにぎる部分ぶぶん。; いきおい。強つよい力ちから。権力けんりょく。; がら。品位ひんい。品格ひんかく。; がら。体格たいかく。体からだつき。; がら。模様もよう。	常 4級
某	木	ボウ [外] バイ	[外] それがし・なにがし	それがし。なにがし。人ひとの名な・物事ものごと・時間じかん・場所ばしょなどがはっきりしない、またわざとぼかしていうときに用もちいることば。; それがし。自分じぶんのことをへりくだっていうことば。; うめ。＝梅	常 3級
柔	木	ジュウ・ニュウ	やわ.らか・やわ.らかい [外] やさ.しい・やわ.らげる	やわらかい。やわらか。しなやか。しとやか。おだやか。; やわらげる。なごやかにする。おだやかにする。; やわら。柔術じゅうじゅつ・柔道じゅうどうのこと。	常 4級
桃	木	トウ	もも	もも。バラ科かの落葉らくよう小高木しょうこうぼく。夏なつに果実かじつを実みのらせる。	常 4級
桑	木	ソウ	くわ	くわ。クワ科かの落葉らくよう高木こうぼく。葉はは蚕かいこの飼料しりょうとなる。	常 3級
棄	木	キ	[外] す.てる	すてる。ほうる。なげすてる。; すてる。やめる。しりぞける。	常 3級
棋	木	キ [外] ゴ		将棋しょうぎや囲碁いごなど、駒こまを使つかって競きそうもの。また、将棋しょうぎの駒こまや碁石ごいし。	常 3級
楼	木	ロウ	[外] たかどの・やぐら	たかどの。高層こうそうの建物たてもの。; やぐら。ものみやぐら。	常 3級
概	木	ガイ [外] カイ	[外] おおむ.ね	おおむね。おおよそ。あらまし。; とかき。ますに入いれた穀物こくもつを平たいらにならす棒ぼう。; おもむき。様子ようす。	常 3級
欄	木	ラン	[外] おばしま・おり・てすり・わく	てすり。おばしま。橋はしや階段かいだんなどから人ひとが落おちるのを防ふせぐ横木よこぎ。; おり。獣けものを閉とじ込こめておく所ところ。; わく。しきり。さかい。	常 4級
欧	欠	オウ	[外] は.く	はく。口くちから物ものを吐はく。吐はきもどす。＝嘔; なぐる。うつ。たたく。＝殴; うたう。歌うたをうたう。＝謳; 「欧羅巴よーろっぱ（ヨーロッパ）」の略りゃく。	常 3級
欺	欠	ギ [外] キ	あざむ.く	あざむく。だます。たぶらかす。; あなどる。ばかにする。みくびる。	常 3級
歓	欠	カン	[外] よろこ.ぶ	よろこぶ。たのしむ。喜よろこび楽たのしむ。; 親したしくなる。仲良なかよくなる。	常 4級
歳	止	サイ・セイ	[外] とし・とせ・よわい	とし。一年いちねん。; とし。よわい。年齢ねんれい。; みのり。作物さくもつのみのり。; 星ほしの名な。木星もくせい。木星もくせいは約やく十二じゅうに年ねんで天てんを一周いっしゅうし、その軌道きどうを十二じゅうに等分とうぶんした十二次じゅうにじを一年いちねんに一次いちじずつ進すすむことから「歳星さいせい」と呼よばれた。	常 4級
殊	歹	シュ	こと	ころす。死しぬ。死刑しけいにする。; たつ。断たち切きる。切きり離はなす。; ことなる。普通ふつうと違ちがう。同おなじでない。; わける。別べつにする。区別くべつする。; ことに。とりわけ。特とくに。特別とくべつに。	常 3級
殖	歹	ショク	ふ.える・ふ.やす	ふえる。ふやす。動植物どうしょくぶつがふえる。そだつ。また、財産ざいさんなどがふえる。; うえる。草木くさきをうえつける。＝植	常 4級
殴	殳	オウ	なぐ.る [外] う.つ・たた.く	なぐる。うつ。たたく。むちや杖つえなどでうつ。なぐりうつ。	常 3級
殿	殳	テン・デン	との・どの [外] しんがり	との。大おおきな建物たてもの。また、天子てんしや貴族きぞくなどの住すまい。; しんがり。軍隊ぐんたいの退却たいきゃく時じ、最後尾さいこうびで敵てきの追撃ついげきを防ふせぐこと。また、その部隊ぶたい。; との。主君しゅくんや貴人きじんの敬称けいしょう。; どの。他人たにんの姓名せいめいの下したにつけて敬意けいいをあらわすことば。	常 4級
汗	水	カン	あせ	あせ。あせする。あせをかく。あせを出だす。; 「可汗かかん（かかん・こくかん）」はモンゴル・トルコ系けい遊牧民ゆうぼくみんの君主くんしゅの尊称そんしょう。	常 4級
汚	水	オ	きたな.い・よご.す・よご.れる・けが.す・けが.らわしい・けが.れる	きたない。よごれた。けがらわしい。きたならしい。; けがれ。よごれ。不正ふせい。恥はじ。恥辱ちじょく。; けがれる。けがす。よごれる。よごす。; 低ひくい。地位ちいや土地とちが低ひくい。くぼ地ち。	常 4級
沈	水	チン [外] ジン	しず.む・しず.める	しずむ。しずめる。深入ふかいりする。水中すいちゅうに深ふかく入はいる。; 気きがしずむ。気きがふさがる。落oち込こむ。思おもいにしずむ。; しずか。ものしずか。落おち着ついている。; とどまる。とどこおる。	常 4級
没	水	ボツ [外] モツ	[外] おぼ.れる・しず.む・し.ぬ・な.い	しずむ。水中すいちゅうにしずむ。; なくなる。なくす。隠かくれる。隠かくす。; しぬ。終おわる。; ない。なくなる。存在そんざいしない。	常 3級
沢	水	タク	さわ [外] うるお.う・つや	さわ。水みずが浅あさくたまっているところ。草木くさきの茂しげった湿地帯しっちたい。; つや。かがやき。ひかり。つやつやしい。つやがある。; うるおう。うるおす。ぬらす。めぐむ。なさけ。; こする。もむ。	常 4級
沼	水	ショウ	ぬま	ぬま。泥どろが深ふかい池いけ。	常 4級
況	水	キョウ	[外] ありさま・いわ.んや	たとえる。くらべる。くらべあわせる。; ありさま。おもむき。ようす。ものごとの様子ようす。; さらに。ますます。いよいよ。; 「いわんや」と読よみ、「まして・・・は言いうまでもない」の意い。	常 4級
泊	水	ハク	と.まる・と.める	とまる。宿やどなどにとまる。また、その回数かいすう。; とまる。とめる。船ふねがとまる。船ふねをとめる。船ふねを岸きしにつける。; あっさりしているさま。さっぱりしているさま。欲よくのないさま。例れい：淡泊たんぱく; 浅あさい沼ぬまや沢さわ、または湖みずうみ。	常 4級
泌	水	ヒツ・ヒ	[外] にじ.む	にじむ。にじみでる。絞しぼり出でる。狭せまい隙間すきまからわいて出でる。; 川かわの流ながれ。細ほそくはやい流ながれ。	常 3級
浜	水	ヒン [外] ヒョウ・ホウ	はま	はま。みぎわ。なぎさ。ほとり。水みずぎわ。; かぎり。辺境へんきょうの地ち。地ちの果はて。; ぎりぎりまでせまる。接せっする。近ちかづく。; そう。水辺みずべにそう。; 「横浜よこはま（よこはま）」の略りゃく。; 船ふねを通行つうこうさせるための水溝すいこう。	常 4級
浪	水	ロウ [外] ラン	[外] なみ・みだ.りに	なみ。おおなみ。波なみの総称そうしょう。また、波なみのようなもののこと。; 波なみのように気きままにする。よりどころのないさま。; むやみに。みだりに。やたらに。無駄むだに。ほしいままに。	常 3級
浮	水	フ [外] ブ・フウ	う.かぶ・う.かべる・う.かれる・う.く	うく。うかぶ。うかべる。水面すいめんや空中くうちゅうにただよう。船ふねをうかべて水上すいじょうを進すすむ。; うわつく。落おち着つきがない。よりどころがない。定さだまっていない。; すぎる。度どをすぎる。限度げんどをこえる。; うわついた。軽々かるがるしい。うわべだけの。; うく。うかぶ。余あまりが出でる。; うかれる。陽気ようきになる。	常 4級
浸	水	シン	ひた.す・ひた.る [外] し.みる・つ.かる・つ.く	ひたす。ひたる。水みずなどにつかる。; しみる。水みずがしみこむ。じわじわとしみこむ。; やや。ようやく。次第しだいに。少すこしずつ。; そそぐ。洗あらう。水みずをかける。	常 4級
涙	水	ルイ	なみだ	なみだ。; なみだを流ながす。泣なく。	常 4級
淡	水	タン	あわ.い [外] うす.い	あわい。うすい。色いろがうすい。味あじがうすい。; こだわらない。あっさりしている。執着しゅうちゃくがない。欲望よくぼうが少すくない。; 塩分えんぶんを含ふくまない。塩気しおけのない。; 地名ちめいまたは旧きゅう国名こくめい「淡路あわじ」の略りゃく。	常 4級
添	水	テン	そ.う・そ.える	そえる。付つけ足たす。付つけ加くわえる。; そう。つきそう。夫婦ふうふになってつれそう。	常 4級
渡	水	ト	わた.す・わた.る	わたる。わたす。川かわや海うみを船ふねでわたる。; 経へる。通とおる。過すぎる。; わたし。わたり。わたし場ば。; わたす。授さずける。届とどける。	常 4級
湾	水	ワン	[外] いりえ	入いり江え。入いり海うみ。; 曲まがる。弓ゆみなりに曲まがる。曲線きょくせんをなす。入はいりこむ。	常 3級
湿	水	シツ	しめ.す・しめ.る [外] うるお.い・うるお.す	しめす。しめる。うるおす。うるおう。; じめじめしている。水気みずけを帯おびている。	常 3級
溶	水	ヨウ	と.かす・と.く・と.ける	とける。とかす。固体こたいの物ものが液体えきたいになる。また、液体えきたいの中なかにとけこむ。; 水みずの流ながれがさかんなさま。; ゆったりと広ひろいさま。安やすらかなさま。	常 4級
滅	水	メツ [外] ベツ	ほろ.びる・ほろ.ぼす	ほろびる。ほろぼす。なくなる。失うしなう。; 消きえる。火ひや明あかりが消きえる。光ひかりがなくなる。; 高僧こうそうや仏ほとけが死しぬ。	常 3級
滑	水	カツ・コツ	すべ.る・なめ.らか [外] ぬめ.る	なめらか。つるつるしている。すべすべしている。すべる。ぬめる。; 物事ものごとがとどこおりなく進すすむ。つっかえずに進すすむ。; ずるい。; 乱みだす。乱みだれる。; すべる。失敗しっぱいする。うっかりと口外こうがいする。	常 3級
滝	水	[外] ロウ	たき	早瀬はやせ。急流きゅうりゅう。; たき。高所こうしょから激はげしく落下らっかする水流すいりゅう。	常 3級
滞	水	タイ	とどこお.る	とどこおる。物事ものごとが進すすまない。はかどらない。; とどこおる。止とまる。動うごかない。一箇所いっかしょにとどまる。; こる。こり固かたまる。	常 3級
滴	水	テキ	しずく・したた.る [外] た.れる	しずく。したたり。; したたる。垂たれる。しずくが垂たれ落おちる。しずくとなって落おちる。; しずくを数かぞえることば。	常 4級
漂	水	ヒョウ	ただよ.う [外] さら.す	ただよう。さまよう。さすらう。; 風かぜがふきつける。つむじ風かぜが巻まき上あがる。ひるがえる。; さらす。水みずにさらす。水みずで布ぬのや綿わたを白しろくする。	常 3級
漏	水	ロウ	も.らす・も.る・も.れる	もる。もれる。もらす。水みずや光ひかりなどがすきまからもれ出でる。また、秘密ひみつが外そとに知しられる。; 抜ぬけ落おちる。取とりこぼす。忘わすれる。手抜てぬかりがある。; 水時計みずどけい。; 煩悩ぼんのう。	常 3級
漫	水	マン [外] バン	[外] そぞ.ろに・みだ.りに	満みちる。はびこる。充満じゅうまんする。みなぎる。一面いちめんに広ひろくゆきわたる。; みだりに。むやみに。そぞろに。とりとめがないさま。; そぞろ。そぞろに。なんとなく。なんとなしに。とりとめなく。	常 4級
潜	水	セン	ひそ.む・もぐ.る [外] くぐ.る	もぐる。くぐる。水中すいちゅうにもぐる。; ひそむ。ひそめる。かくれる。かくす。; ひそかに。ひそむ。こっそりと。人知ひとしれず。; 心こころをしずかに落おち着つける。深ふかく集中しゅうちゅうする。; 深ふかい。水みずの深ふかいところ。	常 3級
潤	水	ジュン	うるお.う・うるお.す・うる.む [外] ほと.びる	うるおう。うるおす。うるむ。しめる。水分すいぶんをたっぷりふくむ。水みずけをふくむ。めぐみを受うける。利益りえきを得える。立派りっぱになる。; うるおい。しめり。色いろつや。光沢こうたく。めぐみ。利益りえき。	常 3級
澄	水	チョウ	す.ます・す.む	すむ。水みずににごりがなく、清きよらかになる。空そらや音おとがすきとおっているさま。; すます。すませる。清きよらかにする。; すます。そしらぬ顔かおをする。気きどってまじめな顔かおをする。	常 4級
濁	水	ダク [外] ジョク	にご.す・にご.る	にごす。にごる。汚きたなくなる。; けがす。けがれる。よごれる。乱みだれる。; にごり。濁音だくおん・濁点だくてんのこと。	常 4級
濃	水	ノウ [外] ジョウ	こ.い [外] こま.やか	こい。こまやか。色いろや味あじがこい。密度みつどが大おおきい。; 「美濃みのの国くに」の略りゃく。	常 4級
濫	水	ラン	[外] う.かべる・みだ.りに・みだ.れる	あふれる。広ひろがる。あふれ出でる。はびこる。; うかべる。; みだりに。みだれる。度どが過すぎる。; ひたす。ひたる。つかる。水みずにひたす。	常 3級
瀬	水	[外] ライ	せ	せ。あさせ。川かわや海うみの浅あさいところ。; せ。はやせ。川かわの流ながれのはやいところ。急流きゅうりゅう。; せ。立場たちば。場所ばしょ。よりどころ。たのみ所ところ。時とき。場合ばあい。おり。	常 3級
炉	火	ロ	[外] いろり・ひばち	いろり。ひばち。; 火ひを入いれて燃もやしておく装置そうち。かまど。こんろ。	常 3級
炊	火	スイ	た.く [外] かし.ぐ	たく。かしぐ。飯めしをたく。煮炊にたきする。料理りょうりする。	常 3級
炎	火	エン	ほのお [外] ほむら・も.える	ほのお。ほむら。; 燃もえる。燃もえ上あがる。; 燃もえるように熱あつい。焼やけるように熱あつい。; 熱ねつや痛いたみ・はれを引ひき起おこす病気びょうき。	常 3級
為	火	イ	[外] す.る・ため・つく.る・な.す・な.る	する。…とする。…にする。なす。行おこなう。; なる。…となる。…になる。できあがる。物事ものごとが成就じょうじゅする。; つくる。こしらえる。設もうける。つくりあげる。; おさめる。まとめる。統治とうちする。; なおす。治療ちりょうする。; いつわる。まねする。まねをして学まなぶ。; 「や」「か」と読よみ、疑問ぎもん・反語はんごをあらわす。; ため。ためにする。助たすける。	常 4級
烈	火	レツ	[外] はげ.しい	はげしい。猛々たけだけしい。きびしい。勢いきおいが強つよい。特とくに、火ひの勢いきおいが強つよいこと。; 気性きしょうが強つよい。正義せいぎ感かんが強つよい。道義どうぎ心しんにあつい。; 明あかるい。明あきらか。美うつくしい。輝かがやかしい。; てがら。すぐれた功績こうせき。いさお。	常 4級
焦	火	ショウ	こ.がす・こ.がれる・こ.げる・あせ.る [外] じ.らす・じ.れる・や.く	こげる。こがす。焼やいて黒くろくなる。; あせる。こがす。こがれる。心こころを悩なやます。いらいらする。いらだつ。; じれる。じらす。	常 3級
煙	火	エン	けむ.い・けむり・けむ.る [外] けぶ.る・けむ	けむ。けむり。けむる。けぶる。すす。; かすみ。もや。けむり状じょうのもの。; 煙草たばこ。阿片あへん。; けむい。けむたい。けむりが目めにしみる。心苦こころぐるしい。	常 4級
煮	火	シャ	に.える・に.やす・に.る	にる。にえる。にやす。水みずに入いれて熱ねっする。	常 4級
燥	火	ソウ	[外] かわ.く・はしゃ.ぐ	かわく。かわかす。からからになる。; はしゃぐ。うかれる。; あせる。いらだつ。	常 4級
爆	火	バク [外] ハク・ホウ	[外] さ.ける・は.ぜる	さける。はぜる。はじける。破やぶれる。破裂はれつする。	常 4級
牲	牛	セイ	[外] いけにえ	いけにえ。神かみを祭まつるときにそなえる家畜かちく。	常 3級
犠	牛	ギ [外] キ	[外] いけにえ	いけにえ。神かみを祭まつるときにそなえる家畜かちく。; 酒さかだる。	常 3級
狂	犬	キョウ	くる.う・くる.おしい [外] ふ.れる	くるう。気きがちがう。普通ふつうでなくなる。正常せいじょうでないさま。; 常軌じょうきを逸いっする。他ほかをかえりみないほど熱中ねっちゅうする。; ふざける。こっけい。おどける。; くるおしい。心こころが乱みだれている。精神せいしんが正常せいじょうな状態じょうたいでない。; たけりくるう。荒あれくるう。; くるう。調子ちょうしがおかしくなる。ねらいがはずれる。	常 4級
狩	犬	シュ	か.り・か.る	かり。かる。鳥獣ちょうじゅうを追おいたてて捕とらえること。例れい：狩猟しゅりょう; 天子てんしの命めいにより諸侯しょこうが治おさめる領地りょうち。; かり。さがしもとめること。	常 4級
狭	犬	キョウ [外] コウ	せば.まる・せば.める・せま.い [外] さ	せまい。せばまる。せばめる。枠わくがせまい。心こころがせまい。; さ。語調ごちょうを整ととのえる接頭語せっとうご。せまいの意いに用もちいる。	常 4級
猛	犬	モウ	[外] たけ.し	たけし。たける。たけだけしい。荒々あらあらしい。はげしい。	常 4級
猟	犬	リョウ	[外] か.り・か.る	かる。かりをする。鳥獣ちょうじゅうを捕とらえること。; あさる。探さがす。探さがし回まわる。探さがし求もとめる。	常 3級
獄	犬	ゴク	[外] うった.える・ひとや	うったえ。うったえる。裁判さいばん。; ひとや。ろうや。罪人ざいにんを閉とじ込こめておく場所ばしょ。例れい：獄舎ごくしゃ	常 3級
獣	犬	ジュウ	けもの [外] けだもの・しし	けもの。けだもの。動物どうぶつの総称そうしょう。特とくに、野生やせいの動物どうぶつ。; ほじし。干ほし肉にく。	常 4級
獲	犬	カク	え.る	える。鳥獣ちょうじゅうを捕とらえる。手てに入いれる。取とり入いれる。; 信頼しんらいされる。認みとめられる。気きに入いられる。; えもの。とりいれ。狩かりなどで手てに入いれたもの。また、奪うばい取とったもの。; 下女げじょ。貴人きじんに仕つかえる女性じょせい。	常 4級
玄	玄	ゲン	[外] くろ・くろ.い	くろ。黒くろい色いろ。赤味あかみのある黒くろい色いろ。また、暗くらい。; 深ふかい。奥おく深ぶかい。; 遠とおい。かすかで遠とおい。はるか遠とおい。; 天てん。天てんの色いろ。; 北きたの方角ほうがく。北きた向むき。	常 4級
珍	玉	チン	めずら.しい	めずらしい。めったにない。たやすく手てに入いれられない。貴重きちょうな。思おもいがけない。; めずらしいもの。めずらしいこと。大事だいじなもの。貴重きちょうなもの。たから。; ちんとする。めずらしがる。大切たいせつにする。	常 4級
環	玉	カン	[外] たまき・めぐ.る・わ	たまき。輪わの形かたちをした玉たま。; わ。かん。輪わの形かたちをしたもの。; めぐらす。めぐる。とりかこむ。とりまく。まわる。	常 4級
甘	甘	カン	あま.い・あま.える・あま.やかす [外] うま.い	あまい。あまみ。五味ごみの一ひとつ。; ゆるい。てぬるい。しっかりしていない。にぶい。; あまんずる。あまんじる。満足まんぞくする。快こころよく思おもう。転てんじて、仕方しかたがないと我慢がまんする。; うまい。おいしい。味あじがよい。こころよい。; あましとする。うましとする。おいしいと思おもう。うまいと思おもう。; あまい。厳きびしくない。不足ふそくしている。徹底てっていしていない。	常 4級
甲	田	カン・コウ	[外] かぶと・きのえ・つめ・よろい	十干じっかんの一番いちばん目め。きのえ。五行ごぎょうでは木き。方位ほういでは東ひがし。; こうら。亀かめのこうら。外面がいめんをおおう硬かたい皮かわ。; 物事ものごとや等級とうきゅうの第だい一番いちばん目め。; よろい。かぶと。からだを覆おおう武具ぶぐ。例れい：甲冑かっちゅう; かん。声こえの調子ちょうしの高たかいこと。	常 3級
畔	田	ハン	[外] あぜ・くろ・そむ.く・ほとり	耕作こうさく地ちのさかい。あぜ。くろ。あぜみち。; 水みずぎわ。みぎわ。ほとり。; そむく。離反りはんする。敵対てきたいする。違反いはんする。	常 3級
畜	田	チク [外] キク	[外] か.う・たくわ.える・やしな.う	動物どうぶつを飼かう。また、飼かわれている動物どうぶつ。例れい：家畜かちく; たくわえ。たくわえる。集あつめる。; やしなう。かばう。養やしないそだてる。; ゆるす。受うけ入いれる。; 好このむ。喜よろこぶ。愛あいする。	常 3級
畳	田	ジョウ [外] チョウ	たたみ・たた.む [外] かさ.なる・かさ.ねる	たたむ。かさねる。かさなる。積つみ重かさねる。; たたむ。折おりたたむ。平たいらなものを折おり重かさねる。; たたみ。いぐさで作つくった敷しき物もの。また、たたみを数かぞえることば。	常 4級
疲	疒	ヒ	つか.れる [外] つか.らす	つかれる。つからす。おとろえる。くたびれる。	常 4級
疾	疒	シツ	[外] と.く・と.し・にく.む・はや.い・やまい・やま.しい・や.む	やまい。病気びょうき。; やむ。なやむ。苦くるしむ。心配しんぱいする。わずらう。; 欠点けってん。くせ。悪癖あくへき。傷きず。; にくむ。ねたむ。うらむ。; はやい。すばやい。とし。はげしい。; はやく。すばやく。とく。はげしく。	常 3級
痘	疒	トウ	[外] もがさ	もがさ。ほうそう。天然てんねん痘とう。感染かんせん症しょう。伝染でんせん病びょう。	常 3級
療	疒	リョウ	[外] い.やす	いやす。なおす。病気びょうきを治なおす。苦痛くつうを取とり除のぞく。	常 4級
癖	疒	ヘキ	くせ	くせ。人ひとの習性しゅうせい。人ひとがそれぞれに持もつ好このみや性質せいしつ。; 腹部ふくぶにしこりのできる病気びょうき。消化しょうか不良ふりょう。	常 3級
皆	白	カイ	みな	みな。みんな。だれもかれも。おおぜいの人ひとのこと。ことごとく。; ともに。おなじく。一緒いっしょに。	常 4級
